%iy id it imin Q* QH QE Qs Qf Wind RH Td press rain Kdn snow ldown fcld wuh xsmd lai_hr Kdiff Kdir Wd
1997 161 14 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.4 61 21.6 -999.0 -999.0 852 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 52 958 310
1997 161 15 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.9 59 21.2 -999.0 -999.0 730 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 47 928 310
1997 161 16 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.5 63 20.7 -999.0 -999.0 577 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 420 18 310
1997 161 17 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.4 68 20.7 -999.0 -999.0 382 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 382 0 310
1997 161 18 0 -999.0 -999.0 -999.0 -999.0 -999.0 7.2 73 19.8 -999.0 -999.0 226 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 226 0 310
1997 161 19 0 -999.0 -999.0 -999.0 -999.0 -999.0 6.4 73 18.9 -999.0 -999.0 103 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 103 0 310
1997 161 20 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.5 77 17.9 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 310
1997 161 21 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.2 81 17.2 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 310
1997 161 22 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.4 83 16.8 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 320
1997 161 23 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.4 85 16.5 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 320
1997 162 0 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 84 16.3 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 330
1997 162 1 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 87 16.2 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 340
1997 162 2 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 86 15.9 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 20
1997 162 3 0 -999.0 -999.0 -999.0 -999.0 -999.0 3.8 89 16.2 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 20
1997 162 4 0 -999.0 -999.0 -999.0 -999.0 -999.0 4.4 86 16.2 -999.0 -999.0 0 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 0 0 20
1997 162 5 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.2 85 16.4 -999.0 -999.0 8 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 8 0 20
1997 162 6 0 -999.0 -999.0 -999.0 -999.0 -999.0 5.5 79 16.9 -999.0 -999.0 110 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 110 0 20
